Anomaly_Score,IF_Score,AE_Score,is_anomaly,is_high_return,is_whale_anomaly,is_suspicious,Recency,Frequency,Monetary,Return_Rate,Avg_Basket_Size,Max_Single_Order,Monetary_Percentile,Purchase_Rate,Unique_Products,Days_Since_Purchase,Interpurchase_Std,Revenue_Per_Day
0.05245924180624062,0.08807307933496489,0.023320647,False,False,False,False,0.0,0,0.0,0.0,130.0,201.60000000000002,0.20946196660482375,0.0,5,276.0,0.0,0.0
0.12413466650186396,0.2260216599358103,0.04077258,False,False,False,False,52.0,2,193.47000000000003,0.0,52.0,339.29,0.5810760667903525,0.0072992700729927005,26,222.0,9.253842330815775,0.706094890510949
0.09508863658109126,0.10011981362322564,0.090972215,False,False,False,False,0.0,0,0.0,0.0,212.0,227.68,0.20946196660482375,0.0,46,6.0,0.0,0.0
0.07476499562346242,0.04689708097959672,0.097566016,False,False,False,False,0.0,0,0.0,0.0,308.0,173.45,0.20946196660482375,0.0,19,58.0,0.0,0.0
0.29178994961364824,0.2591849381787636,0.31846678,False,False,False,False,99.0,1,15.0,0.0,181.0,1024.36,0.4217068645640074,0.004405286343612335,77,128.0,11.241370959657527,0.06607929515418502
0.05329627101288182,0.09424363832045357,0.01979388,False,False,False,False,0.0,0,0.0,0.0,128.0,228.67,0.20946196660482375,0.0,56,172.0,0.0,0.0
0.05494480491803967,0.09281592040430359,0.023959346,False,False,False,False,0.0,0,0.0,0.0,16.0,50.8,0.20946196660482375,0.0,3,190.0,0.0,0.0
0.05608255238321104,0.09470618866078673,0.024481395,False,False,False,False,0.0,0,0.0,0.0,40.0,123.24,0.20946196660482375,0.0,8,278.0,0.0,0.0
0.08110302231806923,0.13343673016403362,0.038284533,False,False,False,False,110.0,2,133.74,0.0,81.33333333333333,354.34999999999997,0.5024118738404453,0.014814814814814815,23,25.0,17.621141148762625,0.9906666666666667
0.02178152210292037,0.030052120222577694,0.015014669,False,False,False,False,0.0,0,0.0,0.0,106.0,359.73,0.20946196660482375,0.0,22,176.0,0.0,0.0
0.11380538321427507,0.1764723901813119,0.06253237,False,False,False,False,81.0,1,253.55,0.0,64.0,318.65000000000003,0.6515769944341373,0.011627906976744186,27,5.0,15.118578920369089,2.9482558139534887
0.04456394363904147,0.06767176738964514,0.025657542,False,False,False,False,0.0,0,0.0,0.0,107.0,378.85,0.20946196660482375,0.0,33,239.0,0.0,0.0
0.17619793119174443,0.24024844174345783,0.12379297,False,False,False,False,0.0,0,0.0,0.0,290.0,1289.5,0.20946196660482375,0.0,5,241.0,0.0,0.0
0.09489589155360564,0.14771217208536697,0.05168257,False,False,False,False,55.0,1,217.65,0.0,137.5,217.65,0.6133580705009276,0.007692307692307693,83,75.0,5.540283101259827,1.6742307692307692
